date,division,inflation_yoy,inflation_mom
2010-07-01,04,0.9,0.1
2010-08-01,04,1.2,0.4
2010-09-01,04,1.2,0.0
2010-10-01,04,1.2,0.0
2010-11-01,04,1.3,0.4
2010-12-01,04,1.4,0.1
2011-01-01,04,1.4,0.0
2011-02-01,04,1.5,0.3
2011-03-01,04,1.6,0.1
2011-04-01,04,1.6,0.0
2011-05-01,04,1.8,0.4
2011-06-01,04,1.9,0.1
2011-07-01,04,1.9,0.1
2011-08-01,04,2.0,0.5
2011-09-01,04,2.0,0.0
2011-10-01,04,2.0,0.0
2011-11-01,04,1.8,0.2
2011-12-01,04,1.7,0.0
2012-01-01,04,1.8,0.1
2012-02-01,04,1.9,0.4
2012-03-01,04,1.8,0.0
2012-04-01,04,1.8,0.0
2012-05-01,04,1.6,0.2
2012-06-01,04,1.5,0.0
2012-07-01,04,1.5,0.1
2012-08-01,04,1.5,0.5
2012-09-01,04,1.5,0.0
2012-10-01,04,1.5,0.0
2012-11-01,04,1.5,0.2
2012-12-01,04,1.5,0.0
2013-01-01,04,1.4,0.0
2013-02-01,04,1.3,0.3
2013-03-01,04,1.3,0.0
2013-04-01,04,1.3,0.0
2013-05-01,04,2.0,1.0
2013-06-01,04,2.0,0.0
2013-07-01,04,1.9,0.0
2013-08-01,04,1.8,0.4
2013-09-01,04,1.8,0.0
2013-10-01,04,1.8,0.0
2013-11-01,04,2.3,0.7
2013-12-01,04,2.4,0.1
2014-01-01,04,3.2,0.8
2014-02-01,04,3.5,0.7
2014-03-01,04,3.6,0.1
2014-04-01,04,3.6,0.0
2014-05-01,04,3.1,0.5
2014-06-01,04,3.2,0.1
2014-07-01,04,3.2,0.0
2014-08-01,04,3.4,0.6
2014-09-01,04,3.4,0.0
2014-10-01,04,3.4,0.0
2014-11-01,04,3.5,0.7
2014-12-01,04,3.4,0.0
2015-01-01,04,2.1,-0.5
2015-02-01,04,2.4,0.9
2015-03-01,04,1.9,-0.4
2015-04-01,04,2.3,0.4
2015-05-01,04,2.6,0.7
2015-06-01,04,2.5,0.0
2015-07-01,04,2.5,0.0
2015-08-01,04,2.7,0.7
2015-09-01,04,2.7,0.0
2015-10-01,04,2.7,0.0
2015-11-01,04,2.5,0.5
2015-12-01,04,2.5,0.0
2016-01-01,04,3.1,0.2
2016-02-01,04,2.6,0.4
2016-03-01,04,3.1,0.1
2016-04-01,04,2.6,-0.1
2016-05-01,04,2.4,0.5
2016-06-01,04,2.4,0.0
2016-07-01,04,2.4,0.0
2016-08-01,04,2.1,0.4
2016-09-01,04,2.1,0.0
2016-10-01,04,2.1,0.0
2016-11-01,04,2.1,0.5
2016-12-01,04,2.1,0.0
2017-01-01,04,1.9,0.0
2017-02-01,04,2.2,0.7
2017-03-01,04,2.2,0.1
2017-04-01,04,2.3,0.0
2017-05-01,04,2.2,0.4
2017-06-01,04,2.2,0.0
2017-07-01,04,2.2,0.0
2017-08-01,04,2.4,0.6
2017-09-01,04,2.4,0.0
2017-10-01,04,2.4,0.0
2017-11-01,04,2.2,0.3
2017-12-01,04,2.2,0.0
2018-01-01,04,2.2,0.0
2018-02-01,04,2.0,0.5
2018-03-01,04,1.9,0.0
2018-04-01,04,1.9,0.0
2018-05-01,04,2.1,0.6
2018-06-01,04,1.5,-0.5
2018-07-01,04,2.0,0.4
2018-08-01,04,2.0,0.6
2018-09-01,04,2.1,0.2
2018-10-01,04,2.1,0.0
2018-11-01,04,2.0,0.3
2018-12-01,04,2.0,0.0
2019-01-01,04,2.0,0.0
2019-02-01,04,2.0,0.5
2019-03-01,04,2.0,0.0
2019-04-01,04,2.0,0.0
2019-05-01,04,1.8,0.3
2019-06-01,04,2.3,0.0
2019-07-01,04,1.9,0.0
2019-08-01,04,1.8,0.5
2019-09-01,04,1.6,0.0
2019-10-01,04,1.6,0.0
2019-11-01,04,1.7,0.4
2019-12-01,04,1.7,0.0
2020-01-01,04,1.7,0.0
2020-02-01,04,1.6,0.3
2020-03-01,04,1.6,0.0
2020-04-01,04,-2.2,-3.8
2020-05-01,04,-2.6,-0.1
2020-06-01,04,-2.6,0.0
2020-07-01,04,-2.6,0.0
2020-08-01,04,-3.0,0.2
2020-09-01,04,-3.0,0.0
2020-10-01,04,-3.0,0.0
2020-11-01,04,-3.3,0.1
2020-12-01,04,-3.3,0.0
2021-01-01,04,-0.7,2.6
2021-02-01,04,-0.8,0.2
2021-03-01,04,-0.8,0.0
2021-04-01,04,3.1,0.1
2021-05-01,04,3.2,0.0
2021-06-01,04,3.2,0.0
2021-07-01,04,0.7,-2.5
2021-08-01,04,0.6,0.1
2021-09-01,04,0.7,0.1
2021-10-01,04,3.2,2.5
2021-11-01,04,3.4,0.2
2021-12-01,04,3.4,0.0
2022-01-01,04,0.7,0.0
2022-02-01,04,0.8,0.3
2022-03-01,04,0.9,0.1
2022-04-01,04,0.8,0.0
2022-05-01,04,1.2,0.3
2022-06-01,04,1.2,0.0
2022-07-01,04,3.8,0.1
2022-08-01,04,4.1,0.4
2022-09-01,04,4.0,0.0
2022-10-01,04,1.5,0.0
2022-11-01,04,1.4,0.2
2022-12-01,04,1.5,0.1
2023-01-01,04,1.5,0.0
2023-02-01,04,1.7,0.6
2023-03-01,04,1.6,0.0
2023-04-01,04,1.6,0.0
2023-05-01,04,1.8,0.5
2023-06-01,04,1.8,0.0
2023-07-01,04,1.7,0.0
2023-08-01,04,1.6,0.3
2023-09-01,04,1.6,0.0
2023-10-01,04,1.6,0.0
2023-11-01,04,1.7,0.2
2023-12-01,04,1.6,0.0
2024-01-01,04,2.0,0.4
2024-02-01,04,2.7,1.3
2024-03-01,04,3.0,0.3
2024-04-01,04,3.0,0.0
2024-05-01,04,3.2,0.6
2024-06-01,04,3.2,0.0
2024-07-01,04,3.2,0.0
2024-08-01,04,3.1,0.2
2024-09-01,04,3.1,0.0
2024-10-01,04,3.1,0.0
2024-11-01,04,3.2,0.3
2024-12-01,04,3.2,0.0
2025-01-01,04,2.8,0.1
2025-02-01,04,2.3,0.7
2025-03-01,04,1.9,0.0
2025-04-01,04,2.0,0.1
2025-05-01,04,1.7,0.3
2025-06-01,04,1.7,0.0
2025-07-01,04,1.3,-0.4
2025-08-01,04,1.2,0.2
2025-09-01,04,1.5,0.3
2025-10-01,04,1.1,-0.5
2025-11-01,04,0.7,-0.1
2000-02-01,05,,0.0
2000-03-01,05,,0.0
2000-04-01,05,,0.0
2000-05-01,05,,0.0
2000-06-01,05,,0.0
2000-07-01,05,,0.0
2000-08-01,05,,-0.2
2000-09-01,05,,0.0
2000-10-01,05,,0.0
2000-11-01,05,,-0.1
2000-12-01,05,,0.0
2001-01-01,05,-0.2,0.1
2001-02-01,05,0.1,0.3
2001-03-01,05,0.0,-0.1
2001-04-01,05,0.1,0.1
2001-05-01,05,0.1,0.0
2001-06-01,05,0.1,0.0
2001-07-01,05,0.2,0.1
2001-08-01,05,0.2,-0.2
2001-09-01,05,0.3,0.1
2001-10-01,05,0.3,0.0
2001-11-01,05,0.3,-0.1
2001-12-01,05,0.1,-0.2
2002-01-01,05,0.0,0.0
2002-02-01,05,-0.3,0.0
2002-03-01,05,-0.3,-0.1
2002-04-01,05,-0.4,0.0
2002-05-01,05,-0.4,0.0
2002-06-01,05,-0.5,-0.1
2002-07-01,05,-0.7,0.0
2002-08-01,05,-0.7,-0.2
2002-09-01,05,-0.7,0.1
2002-10-01,05,-0.8,-0.1
2002-11-01,05,-0.7,0.0
2002-12-01,05,-0.5,-0.1
2003-01-01,05,-0.5,0.0
2003-02-01,05,-0.5,0.0
2003-03-01,05,-0.4,0.0
2003-04-01,05,-0.4,0.0
2003-05-01,05,-0.6,-0.1
2003-06-01,05,-0.4,0.0
2003-07-01,05,-0.4,0.0
2003-08-01,05,-0.4,-0.2
2003-09-01,05,-0.4,0.1
2003-10-01,05,-0.4,-0.1
2003-11-01,05,-0.6,-0.1
2003-12-01,05,-0.4,0.0
2004-01-01,05,-0.4,0.0
2004-02-01,05,-0.3,0.1
2004-03-01,05,-0.1,0.2
2004-04-01,05,0.2,0.3
2004-05-01,05,0.3,0.0
2004-06-01,05,0.4,0.1
2004-07-01,05,0.4,0.0
2004-08-01,05,0.6,-0.1
2004-09-01,05,0.6,0.1
2004-10-01,05,0.8,0.1
2004-11-01,05,0.8,-0.1
2004-12-01,05,0.9,0.1
2005-01-01,05,1.1,0.2
2005-02-01,05,1.2,0.2
2005-03-01,05,1.0,0.0
2005-04-01,05,1.0,0.3
2005-05-01,05,1.1,0.1
2005-06-01,05,1.1,0.1
2005-07-01,05,1.2,0.1
2005-08-01,05,1.3,0.0
2005-09-01,05,1.4,0.2
2005-10-01,05,1.4,0.1
2005-11-01,05,1.9,0.3
2005-12-01,05,1.8,0.0
2006-01-01,05,1.5,0.0
2006-02-01,05,1.4,0.1
2006-03-01,05,1.4,0.0
2006-04-01,05,1.2,0.1
2006-05-01,05,1.1,0.0
2006-06-01,05,1.1,0.1
2006-07-01,05,1.1,0.1
2006-08-01,05,1.0,-0.1
2006-09-01,05,1.0,0.2
2006-10-01,05,1.0,0.1
2006-11-01,05,0.8,0.1
2006-12-01,05,0.8,0.0
2007-01-01,05,1.1,0.3
2007-02-01,05,0.9,-0.1
2007-03-01,05,1.2,0.3
2007-04-01,05,1.1,0.0
2007-05-01,05,1.1,0.0
2007-06-01,05,1.1,0.1
2007-07-01,05,1.1,0.1
2007-08-01,05,1.2,0.0
2007-09-01,05,1.1,0.1
2007-10-01,05,1.0,0.0
2007-11-01,05,1.2,0.3
2007-12-01,05,1.2,0.0
2008-01-01,05,1.2,0.3
2008-02-01,05,1.6,0.3
2008-03-01,05,1.4,0.1
2008-04-01,05,1.7,0.3
2008-05-01,05,1.9,0.2
2008-06-01,05,2.6,0.7
2008-07-01,05,3.5,1.0
2008-08-01,05,4.0,0.5
2008-09-01,05,4.1,0.2
2008-10-01,05,4.6,0.4
2008-11-01,05,4.5,0.2
2008-12-01,05,4.6,0.1
2009-01-01,05,4.9,0.6
2009-02-01,05,4.7,0.2
2009-03-01,05,4.6,0.0
2009-04-01,05,4.4,0.1
2009-05-01,05,4.2,0.0
2009-06-01,05,3.5,0.1
2009-07-01,05,2.4,-0.1
2009-08-01,05,1.9,0.1
2009-09-01,05,1.7,0.0
2009-10-01,05,1.5,0.2
2009-11-01,05,1.4,0.1
2009-12-01,05,1.2,-0.1
2010-01-01,05,0.8,0.2
2010-02-01,05,0.5,-0.1
2010-03-01,05,0.6,0.1
2010-04-01,05,0.5,0.0
2010-05-01,05,-0.4,-0.9
2010-06-01,05,0.3,0.8
2010-07-01,05,0.6,0.2
2010-08-01,05,0.4,-0.1
2010-09-01,05,0.5,0.1
2010-10-01,05,0.3,0.0
2010-11-01,05,0.2,0.0
2010-12-01,05,0.2,-0.1
2011-01-01,05,1.0,1.0
2011-02-01,05,1.2,0.1
2011-03-01,05,1.1,0.0
2011-04-01,05,1.2,0.1
2011-05-01,05,2.3,0.2
2011-06-01,05,1.7,0.2
2011-07-01,05,2.0,0.5
2011-08-01,05,2.1,0.0
2011-09-01,05,2.2,0.2
2011-10-01,05,2.2,0.0
2011-11-01,05,2.3,0.1
2011-12-01,05,2.5,0.1
2012-01-01,05,1.9,0.4
2012-02-01,05,2.2,0.4
2012-03-01,05,2.4,0.2
2012-04-01,05,2.4,0.1
2012-05-01,05,2.3,0.1
2012-06-01,05,2.2,0.1
2012-07-01,05,1.7,0.0
2012-08-01,05,1.9,0.2
2012-09-01,05,2.0,0.3
2012-10-01,05,1.9,-0.1
2012-11-01,05,1.8,0.0
2012-12-01,05,1.6,-0.1
2013-01-01,05,1.7,0.5
2013-02-01,05,1.5,0.3
2013-03-01,05,1.7,0.4
2013-04-01,05,1.7,0.1
2013-05-01,05,1.5,-0.1
2013-06-01,05,1.6,0.2
2013-07-01,05,1.6,0.0
2013-08-01,05,1.4,0.0
2013-09-01,05,1.3,0.2
2013-10-01,05,1.4,0.0
2013-11-01,05,1.6,0.2
2013-12-01,05,1.6,-0.1
2014-01-01,05,1.6,0.5
2014-02-01,05,1.5,0.2
2014-03-01,05,1.1,0.0
2014-04-01,05,1.0,0.0
2014-05-01,05,1.2,0.1
2014-06-01,05,1.0,0.0
2014-07-01,05,0.8,-0.3
2014-08-01,05,1.1,0.4
2014-09-01,05,0.9,0.0
2014-10-01,05,0.9,-0.1
2014-11-01,05,0.8,0.1
2014-12-01,05,0.6,-0.3
2015-01-01,05,0.5,0.4
2015-02-01,05,0.1,-0.2
2015-03-01,05,0.2,0.1
2015-04-01,05,2.3,2.2
2015-05-01,05,2.6,0.4
2015-06-01,05,3.2,0.5
2015-07-01,05,3.9,0.4
2015-08-01,05,3.7,0.3
2015-09-01,05,3.7,0.0
2015-10-01,05,3.8,-0.1
2015-11-01,05,3.8,0.2
2015-12-01,05,4.2,0.1
2016-01-01,05,4.1,0.3
2016-02-01,05,4.7,0.4
2016-03-01,05,4.7,0.1
2016-04-01,05,2.6,0.1
2016-05-01,05,2.2,0.0
2016-06-01,05,1.7,0.1
2016-07-01,05,1.5,0.2
2016-08-01,05,1.3,0.0
2016-09-01,05,1.3,0.0
2016-10-01,05,1.5,0.2
2016-11-01,05,1.4,0.1
2016-12-01,05,1.4,0.1
2017-01-01,05,1.5,0.4
2017-02-01,05,1.5,0.4
2017-03-01,05,1.5,0.1
2017-04-01,05,1.9,0.4
2017-05-01,05,2.1,0.3
2017-06-01,05,2.1,0.0
2017-07-01,05,2.6,0.7
2017-08-01,05,2.7,0.1
2017-09-01,05,2.8,0.1
2017-10-01,05,2.6,0.0
2017-11-01,05,2.5,0.0
2017-12-01,05,2.4,0.0
2018-01-01,05,2.6,0.5
2018-02-01,05,2.1,-0.1
2018-03-01,05,2.1,0.1
2018-04-01,05,1.8,0.1
2018-05-01,05,1.5,0.0
2018-06-01,05,-1.0,-2.4
2018-07-01,05,-1.7,0.0
2018-08-01,05,-1.7,0.1
2018-09-01,05,-0.8,1.0
2018-10-01,05,-0.3,0.4
2018-11-01,05,-0.1,0.3
2018-12-01,05,0.1,0.2
2019-01-01,05,-0.3,0.2
2019-02-01,05,0.1,0.3
2019-03-01,05,0.3,0.3
2019-04-01,05,0.2,0.0
2019-05-01,05,0.5,0.3
2019-06-01,05,3.1,0.1
2019-07-01,05,3.3,0.2
2019-08-01,05,3.2,0.0
2019-09-01,05,2.1,-0.1
2019-10-01,05,1.7,0.0
2019-11-01,05,1.5,0.1
2019-12-01,05,1.4,0.1
2020-01-01,05,1.2,0.0
2020-02-01,05,1.0,0.1
2020-03-01,05,0.8,0.0
2020-04-01,05,0.3,-0.4
2020-05-01,05,-0.2,-0.2
2020-06-01,05,-0.2,0.1
2020-07-01,05,-0.1,0.3
2020-08-01,05,-0.1,0.0
2020-09-01,05,0.1,0.1
2020-10-01,05,0.1,0.0
2020-11-01,05,-0.1,-0.1
2020-12-01,05,-0.1,0.1
2021-01-01,05,0.2,0.3
2021-02-01,05,0.3,0.2
2021-03-01,05,0.9,0.6
2021-04-01,05,1.6,0.3
2021-05-01,05,2.1,0.3
2021-06-01,05,2.0,0.0
2021-07-01,05,1.7,0.0
2021-08-01,05,1.7,0.0
2021-09-01,05,1.7,0.1
2021-10-01,05,2.1,0.4
2021-11-01,05,2.6,0.3
2021-12-01,05,2.7,0.3
2022-01-01,05,3.1,0.6
2022-02-01,05,3.2,0.2
2022-03-01,05,3.0,0.4
2022-04-01,05,2.7,0.1
2022-05-01,05,2.9,0.5
2022-06-01,05,3.4,0.4
2022-07-01,05,4.0,0.6
2022-08-01,05,4.3,0.3
2022-09-01,05,4.4,0.2
2022-10-01,05,4.1,0.2
2022-11-01,05,3.8,0.1
2022-12-01,05,3.7,0.1
2023-01-01,05,3.5,0.4
2023-02-01,05,3.4,0.2
2023-03-01,05,3.1,0.2
2023-04-01,05,3.0,0.0
2023-05-01,05,2.7,0.2
2023-06-01,05,2.3,0.0
2023-07-01,05,1.9,0.2
2023-08-01,05,1.7,0.2
2023-09-01,05,1.5,0.0
2023-10-01,05,1.4,0.1
2023-11-01,05,1.4,0.1
2023-12-01,05,1.4,0.0
2024-01-01,05,1.0,0.0
2024-02-01,05,0.9,0.1
2024-03-01,05,0.9,0.2
2024-04-01,05,1.0,0.1
2024-05-01,05,0.8,0.0
2024-06-01,05,0.9,0.1
2024-07-01,05,0.9,0.2
2024-08-01,05,0.7,0.0
2024-09-01,05,0.6,-0.1
2024-10-01,05,0.5,-0.1
2024-11-01,05,0.5,0.1
2024-12-01,05,0.4,-0.1
2025-01-01,05,0.5,0.1
2025-02-01,05,0.3,-0.1
2025-03-01,05,0.2,0.1
2025-04-01,05,0.1,-0.1
2025-05-01,05,0.2,0.1
2025-06-01,05,0.1,0.0
2025-07-01,05,0.1,0.2
2025-08-01,05,0.2,0.1
2025-09-01,05,0.2,0.0
2025-10-01,05,0.3,0.0
2025-11-01,05,0.2,0.0
2000-02-01,06,,0.1
2000-03-01,06,,0.0
2000-04-01,06,,0.2
2000-05-01,06,,0.1
2000-06-01,06,,0.1
2000-07-01,06,,0.2
2000-08-01,06,,0.2
2000-09-01,06,,0.0
2000-10-01,06,,0.1
2000-11-01,06,,0.2
2000-12-01,06,,0.1
2001-01-01,06,2.3,0.7
2001-02-01,06,2.4,0.2
2001-03-01,06,2.7,0.2
2001-04-01,06,2.9,0.5
2001-05-01,06,2.9,0.1
2001-06-01,06,2.9,0.1
2001-07-01,06,3.0,0.4
2001-08-01,06,3.0,0.2
2001-09-01,06,3.3,0.2
2001-10-01,06,3.3,0.1
2001-11-01,06,3.0,0.0
2001-12-01,06,3.0,0.1
2002-01-01,06,2.5,0.2
2002-02-01,06,2.5,0.2
2002-03-01,06,2.6,0.3
2002-04-01,06,2.3,0.1
2002-05-01,06,2.5,0.3
2002-06-01,06,2.6,0.2
2002-07-01,06,2.4,0.1
2002-08-01,06,2.4,0.2
2002-09-01,06,2.2,0.1
2002-10-01,06,2.1,0.0
2002-11-01,06,2.2,0.1
2002-12-01,06,2.2,0.1
2003-01-01,06,2.3,0.3
2003-02-01,06,2.1,0.0
2003-03-01,06,2.0,0.2
2003-04-01,06,2.1,0.2
2003-05-01,06,1.8,0.1
2003-06-01,06,1.6,0.0
2003-07-01,06,1.6,0.1
2003-08-01,06,1.5,0.1
2003-09-01,06,1.4,0.0
2003-10-01,06,1.6,0.2
2003-11-01,06,1.5,0.0
2003-12-01,06,1.5,0.1
2004-01-01,06,1.4,0.2
2004-02-01,06,1.5,0.1
2004-03-01,06,1.3,0.0
2004-04-01,06,1.1,0.1
2004-05-01,06,1.2,0.2
2004-06-01,06,1.4,0.1
2004-07-01,06,1.4,0.1
2004-08-01,06,1.2,0.0
2004-09-01,06,1.5,0.2
2004-10-01,06,1.5,0.2
2004-11-01,06,1.5,0.0
2004-12-01,06,1.4,0.0
2005-01-01,06,1.4,0.2
2005-02-01,06,1.2,0.0
2005-03-01,06,1.3,0.1
2005-04-01,06,1.3,0.1
2005-05-01,06,1.2,0.1
2005-06-01,06,1.2,0.1
2005-07-01,06,1.9,0.8
2005-08-01,06,2.7,0.8
2005-09-01,06,2.6,0.1
2005-10-01,06,2.3,0.0
2005-11-01,06,2.7,0.3
2005-12-01,06,2.6,-0.1
2006-01-01,06,2.6,0.2
2006-02-01,06,2.8,0.2
2006-03-01,06,2.7,0.0
2006-04-01,06,2.7,0.1
2006-05-01,06,2.8,0.2
2006-06-01,06,2.7,0.0
2006-07-01,06,2.2,0.3
2006-08-01,06,1.5,0.1
2006-09-01,06,1.6,0.2
2006-10-01,06,1.6,0.0
2006-11-01,06,1.5,0.2
2006-12-01,06,1.7,0.1
2007-01-01,06,1.6,0.1
2007-02-01,06,1.5,0.1
2007-03-01,06,1.5,0.0
2007-04-01,06,1.6,0.2
2007-05-01,06,1.5,0.1
2007-06-01,06,1.6,0.1
2007-07-01,06,1.4,0.1
2007-08-01,06,1.3,0.0
2007-09-01,06,1.4,0.3
2007-10-01,06,1.5,0.1
2007-11-01,06,1.4,0.1
2007-12-01,06,1.5,0.2
2008-01-01,06,1.8,0.4
2008-02-01,06,1.8,0.1
2008-03-01,06,1.9,0.1
2008-04-01,06,1.9,0.2
2008-05-01,06,2.0,0.2
2008-06-01,06,2.1,0.2
2008-07-01,06,2.3,0.3
2008-08-01,06,2.5,0.2
2008-09-01,06,2.3,0.1
2008-10-01,06,2.5,0.3
2008-11-01,06,2.8,0.4
2008-12-01,06,2.6,0.0
2009-01-01,06,2.5,0.3
2009-02-01,06,2.6,0.2
2009-03-01,06,2.5,0.0
2009-04-01,06,2.4,0.1
2009-05-01,06,2.5,0.3
2009-06-01,06,2.5,0.2
2009-07-01,06,2.3,0.1
2009-08-01,06,2.2,0.1
2009-09-01,06,2.2,0.1
2009-10-01,06,1.9,0.0
2009-11-01,06,1.6,0.2
2009-12-01,06,1.5,-0.1
2010-01-01,06,1.5,0.3
2010-02-01,06,1.3,0.0
2010-03-01,06,1.2,-0.1
2010-04-01,06,1.5,0.4
2010-05-01,06,1.3,0.1
2010-06-01,06,1.3,0.2
2010-07-01,06,1.3,0.1
2010-08-01,06,1.3,0.1
2010-09-01,06,1.4,0.2
2010-10-01,06,1.5,0.1
2010-11-01,06,1.4,0.1
2010-12-01,06,1.7,0.2
2011-01-01,06,2.1,0.7
2011-02-01,06,2.7,0.6
2011-03-01,06,2.7,-0.1
2011-04-01,06,2.5,0.2
2011-05-01,06,2.6,0.2
2011-06-01,06,2.5,0.1
2011-07-01,06,2.7,0.3
2011-08-01,06,2.9,0.3
2011-09-01,06,3.0,0.3
2011-10-01,06,3.1,0.2
2011-11-01,06,3.0,0.0
2011-12-01,06,2.8,0.0
2012-01-01,06,2.4,0.3
2012-02-01,06,2.0,0.2
2012-03-01,06,2.2,0.1
2012-04-01,06,2.2,0.2
2012-05-01,06,2.1,0.1
2012-06-01,06,2.0,0.1
2012-07-01,06,1.9,0.2
2012-08-01,06,1.7,0.1
2012-09-01,06,1.9,0.5
2012-10-01,06,1.8,0.1
2012-11-01,06,2.0,0.2
2012-12-01,06,2.1,0.1
2013-01-01,06,2.0,0.2
2013-02-01,06,1.9,0.1
2013-03-01,06,1.9,0.1
2013-04-01,06,2.1,0.4
2013-05-01,06,2.2,0.2
2013-06-01,06,1.9,-0.2
2013-07-01,06,1.8,0.1
2013-08-01,06,1.9,0.2
2013-09-01,06,1.7,0.3
2013-10-01,06,1.7,0.1
2013-11-01,06,1.8,0.3
2013-12-01,06,1.9,0.2
2014-01-01,06,2.1,0.4
2014-02-01,06,2.2,0.2
2014-03-01,06,2.3,0.2
2014-04-01,06,2.3,0.5
2014-05-01,06,2.4,0.3
2014-06-01,06,3.1,0.5
2014-07-01,06,3.3,0.3
2014-08-01,06,3.3,0.2
2014-09-01,06,3.4,0.4
2014-10-01,06,3.4,0.1
2014-11-01,06,3.4,0.4
2014-12-01,06,3.3,0.1
2015-01-01,06,3.2,0.3
2015-02-01,06,3.4,0.4
2015-03-01,06,3.6,0.4
2015-04-01,06,5.0,1.9
2015-05-01,06,5.0,0.3
2015-06-01,06,5.0,0.4
2015-07-01,06,4.8,0.1
2015-08-01,06,4.7,0.1
2015-09-01,06,4.6,0.3
2015-10-01,06,4.7,0.2
2015-11-01,06,4.4,0.1
2015-12-01,06,4.6,0.3
2016-01-01,06,4.6,0.3
2016-02-01,06,4.5,0.3
2016-03-01,06,4.2,0.0
2016-04-01,06,2.2,-0.1
2016-05-01,06,2.0,0.1
2016-06-01,06,2.0,0.4
2016-07-01,06,2.0,0.1
2016-08-01,06,2.2,0.3
2016-09-01,06,2.2,0.3
2016-10-01,06,2.3,0.3
2016-11-01,06,2.5,0.3
2016-12-01,06,2.4,0.2
2017-01-01,06,2.5,0.3
2017-02-01,06,2.4,0.3
2017-03-01,06,2.6,0.2
2017-04-01,06,2.8,0.2
2017-05-01,06,2.9,0.2
2017-06-01,06,2.6,0.2
2017-07-01,06,2.9,0.3
2017-08-01,06,2.7,0.1
2017-09-01,06,2.5,0.2
2017-10-01,06,2.4,0.1
2017-11-01,06,2.2,0.1
2017-12-01,06,2.3,0.2
2018-01-01,06,2.3,0.3
2018-02-01,06,2.1,0.1
2018-03-01,06,2.0,0.1
2018-04-01,06,2.1,0.2
2018-05-01,06,1.9,0.0
2018-06-01,06,0.3,-1.4
2018-07-01,06,0.0,0.0
2018-08-01,06,0.0,0.1
2018-09-01,06,-0.2,0.0
2018-10-01,06,-0.2,0.0
2018-11-01,06,-0.2,0.2
2018-12-01,06,-0.4,0.0
2019-01-01,06,-0.5,0.2
2019-02-01,06,-0.4,0.2
2019-03-01,06,-0.2,0.2
2019-04-01,06,-0.3,0.2
2019-05-01,06,-0.3,0.0
